# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AT2G21180	AT2G21180	AT2G21180.1	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0
AT2G21185	AT2G21185	AT2G21185.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT2G21187	AT2G21187	AT2G21187.1	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G21187	AT2G21187	AT2G21187.2	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G21187	AT2G21187	AT2G21187.3	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G21188	AT2G21188	AT2G21188.1	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G21290	AT2G21290	AT2G21290.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
AT2G21300	AT2G21300	AT2G21300.1	protein_coding	0	2	2	0	0	0	0	0	0	2	0	0	0	1	0	2	0
AT2G21300	AT2G21300	AT2G21300.2	protein_coding	0	2	2	0	0	0	0	0	0	2	0	0	0	1	0	2	0
AT2G21830	AT2G21830	AT2G21830.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
AT2G21840	AT2G21840	AT2G21840.1	protein_coding	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	3
AT2G21850	AT2G21850	AT2G21850.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G21895	AT2G21895	AT2G21895.1	pseudogene	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT2G21930	AT2G21930	AT2G21930.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G21960	AT2G21960	AT2G21960.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G22040	AT2G22040	AT2G22040.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G22050	AT2G22050	AT2G22050.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G22050	AT2G22050	AT2G22050.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G22060	AT2G22060	AT2G22060.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G22160	AT2G22160	AT2G22160.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G22170	AT2G22170	AT2G22170.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G22180	AT2G22180	AT2G22180.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G22210	AT2G22210	AT2G22210.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G22220	AT2G22220	AT2G22220.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G22230	AT2G22230	AT2G22230.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G22241	AT2G22241	AT2G22241.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G22425	AT2G22425	AT2G22425.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G22425	AT2G22425	AT2G22425.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G22426	AT2G22426	AT2G22426.1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
AT2G22580	AT2G22580	AT2G22580.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G22650	AT2G22650	AT2G22650.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G22790	AT2G22790	AT2G22790.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G22795	AT2G22795	AT2G22795.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G22905	AT2G22905	AT2G22905.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0
AT2G22940	AT2G22940	AT2G22940.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
AT2G22941	AT2G22941	AT2G22941.1	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1
AT2G22942	AT2G22942	AT2G22942.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT2G23067	AT2G23067	AT2G23067.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G23070	AT2G23070	AT2G23070.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G23148	AT2G23148	AT2G23148.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G23149	AT2G23149	AT2G23149.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G23300	AT2G23300	AT2G23300.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT2G23370	AT2G23370	AT2G23370.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT2G23480	AT2G23480	AT2G23480.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G23490	AT2G23490	AT2G23490.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G23520	AT2G23520	AT2G23520.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G23530	AT2G23530	AT2G23530.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G23808	AT2G23808	AT2G23808.1	pseudogene	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT2G23910	AT2G23910	AT2G23910.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G23920	AT2G23920	AT2G23920.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G23940	AT2G23940	AT2G23940.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G23945	AT2G23945	AT2G23945.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G23950	AT2G23950	AT2G23950.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G23985	AT2G23985	AT2G23985.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G23985	AT2G23985	AT2G23985.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24060	AT2G24060	AT2G24060.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G24240	AT2G24240	AT2G24240.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G24250	AT2G24250	AT2G24250.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24250	AT2G24250	AT2G24250.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24255	AT2G24255	AT2G24255.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24320	AT2G24320	AT2G24320.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G24330	AT2G24330	AT2G24330.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G24340	AT2G24340	AT2G24340.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24420	AT2G24420	AT2G24420.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24420	AT2G24420	AT2G24420.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24440	AT2G24440	AT2G24440.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G24530	AT2G24530	AT2G24530.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24545	AT2G24545	AT2G24545.1	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT2G24545	AT2G24545	AT2G24545.2	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT2G24550	AT2G24550	AT2G24550.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24560	AT2G24560	AT2G24560.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G24580	AT2G24580	AT2G24580.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G24592	AT2G24592	AT2G24592.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G24600	AT2G24600	AT2G24600.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT2G24600	AT2G24600	AT2G24600.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT2G24600	AT2G24600	AT2G24600.3	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT2G24600	AT2G24600	AT2G24600.4	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT2G24660	AT2G24660	AT2G24660.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G24670	AT2G24670	AT2G24670.1	protein_coding	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
AT2G24683	AT2G24683	AT2G24683.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G24690	AT2G24690	AT2G24690.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24750	AT2G24750	AT2G24750.1	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24755	AT2G24755	AT2G24755.1	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G24755	AT2G24755	AT2G24755.2	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G24755	AT2G24755	AT2G24755.3	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G24760	AT2G24760	AT2G24760.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24761	AT2G24761	AT2G24761.1	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24910	AT2G24910	AT2G24910.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24915	AT2G24915	AT2G24915.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G24920	AT2G24920	AT2G24920.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G24930	AT2G24930	AT2G24930.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT2G24945	AT2G24945	AT2G24945.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
AT2G24950	AT2G24950	AT2G24950.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G25480	AT2G25480	AT2G25480.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G25482	AT2G25482	AT2G25482.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G25550	AT2G25550	AT2G25550.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G25570	AT2G25570	AT2G25570.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G25570	AT2G25570	AT2G25570.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G25570	AT2G25570	AT2G25570.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G25590	AT2G25590	AT2G25590.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT2G25670	AT2G25670	AT2G25670.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G25670	AT2G25670	AT2G25670.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G25910	AT2G25910	AT2G25910.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G25910	AT2G25910	AT2G25910.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G26050	AT2G26050	AT2G26050.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G26455	AT2G26455	AT2G26455.1	pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT2G26470	AT2G26470	AT2G26470.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT2G26600	AT2G26600	AT2G26600.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AT2G26600	AT2G26600	AT2G26600.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AT2G26610	AT2G26610	AT2G26610.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AT2G26750	AT2G26750	AT2G26750.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G26810	AT2G26810	AT2G26810.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G26810	AT2G26810	AT2G26810.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G26810	AT2G26810	AT2G26810.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G26970	AT2G26970	AT2G26970.1	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
AT2G26970	AT2G26970	AT2G26970.2	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
AT2G27060	AT2G27060	AT2G27060.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G27229	AT2G27229	AT2G27229.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G27310	AT2G27310	AT2G27310.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G27315	AT2G27315	AT2G27315.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G27320	AT2G27320	AT2G27320.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G27350	AT2G27350	AT2G27350.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G27350	AT2G27350	AT2G27350.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G27350	AT2G27350	AT2G27350.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G27350	AT2G27350	AT2G27350.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G27350	AT2G27350	AT2G27350.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G27350	AT2G27350	AT2G27350.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G27360	AT2G27360	AT2G27360.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G27700	AT2G27700	AT2G27700.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G27700	AT2G27700	AT2G27700.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G27730	AT2G27730	AT2G27730.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G27740	AT2G27740	AT2G27740.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G27830	AT2G27830	AT2G27830.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
AT2G27850	AT2G27850	AT2G27850.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
AT2G27870	AT2G27870	AT2G27870.1		0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
AT2G27930	AT2G27930	AT2G27930.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G27935	AT2G27935	AT2G27935.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G27936	AT2G27936	AT2G27936.1	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G27950	AT2G27950	AT2G27950.1	protein_coding	0	1	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0
AT2G28120	AT2G28120	AT2G28120.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT2G28130	AT2G28130	AT2G28130.1	protein_coding	0	0	0	4	2	0	0	2	0	0	0	0	0	0	0	0	0
AT2G28140	AT2G28140	AT2G28140.1	protein_coding	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	3
AT2G28150	AT2G28150	AT2G28150.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT2G28320	AT2G28320	AT2G28320.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G28330	AT2G28330	AT2G28330.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G28360	AT2G28360	AT2G28360.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G28370	AT2G28370	AT2G28370.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT2G28400	AT2G28400	AT2G28400.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G28401	AT2G28401	AT2G28401.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
AT2G28440	AT2G28440	AT2G28440.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT2G28450	AT2G28450	AT2G28450.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT2G28450	AT2G28450	AT2G28450.2	protein_coding	0	1	0	3	0	1	2	0	0	0	0	0	0	0	0	0	1
AT2G28460	AT2G28460	AT2G28460.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
AT2G28480	AT2G28480	AT2G28480.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT2G28490	AT2G28490	AT2G28490.1	protein_coding	2	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0
AT2G28540	AT2G28540	AT2G28540.1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
AT2G28540	AT2G28540	AT2G28540.2	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
AT2G28580	AT2G28580	AT2G28580.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G28590	AT2G28590	AT2G28590.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G28600	AT2G28600	AT2G28600.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G29260	AT2G29260	AT2G29260.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G29263	AT2G29263	AT2G29263.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G29270	AT2G29270	AT2G29270.1	pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT2G29280	AT2G29280	AT2G29280.1	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G29290	AT2G29290	AT2G29290.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G29290	AT2G29290	AT2G29290.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G29300	AT2G29300	AT2G29300.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT2G29300	AT2G29300	AT2G29300.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT2G29310	AT2G29310	AT2G29310.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G29310	AT2G29310	AT2G29310.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G29320	AT2G29320	AT2G29320.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G29340	AT2G29340	AT2G29340.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT2G29340	AT2G29340	AT2G29340.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT2G29340	AT2G29340	AT2G29340.3	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
AT2G29370	AT2G29370	AT2G29370.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
AT2G29580	AT2G29580	AT2G29580.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G29910	AT2G29910	AT2G29910.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G29910	AT2G29910	AT2G29910.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G29920	AT2G29920	AT2G29920.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G29930	AT2G29930	AT2G29930.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT2G29930	AT2G29930	AT2G29930.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT2G29930	AT2G29930	AT2G29930.3	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
AT2G29970	AT2G29970	AT2G29970.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
AT2G30000	AT2G30000	AT2G30000.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
AT2G30020	AT2G30020	AT2G30020.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G30032	AT2G30032	AT2G30032.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G30115	AT2G30115	AT2G30115.1	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AT2G30220	AT2G30220	AT2G30220.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT2G30230	AT2G30230	AT2G30230.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AT2G30300	AT2G30300	AT2G30300.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G30310	AT2G30310	AT2G30310.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G30320	AT2G30320	AT2G30320.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G30430	AT2G30430	AT2G30430.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G30480	AT2G30480	AT2G30480.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT2G30480	AT2G30480	AT2G30480.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT2G30480	AT2G30480	AT2G30480.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AT2G30480	AT2G30480	AT2G30480.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G30600	AT2G30600	AT2G30600.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G30600	AT2G30600	AT2G30600.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G30600	AT2G30600	AT2G30600.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G30600	AT2G30600	AT2G30600.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G30600	AT2G30600	AT2G30600.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AT2G30650	AT2G30650	AT2G30650.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G30660	AT2G30660	AT2G30660.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G30700	AT2G30700	AT2G30700.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G30710	AT2G30710	AT2G30710.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT2G30720	AT2G30720	AT2G30720.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G30730	AT2G30730	AT2G30730.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G30760	AT2G30760	AT2G30760.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G30766	AT2G30766	AT2G30766.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G30766	AT2G30766	AT2G30766.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G30820	AT2G30820	AT2G30820.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G30820	AT2G30820	AT2G30820.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G30830	AT2G30830	AT2G30830.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G30840	AT2G30840	AT2G30840.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G30850	AT2G30850	AT2G30850.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G31271	AT2G31271	AT2G31271.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G31290	AT2G31290	AT2G31290.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
